name,Biography,last_name,creator image,location,latitude,longitude,roles,jobTitle,affiliation,location_name,iteration,sequence,year,title,body_y,references,makers
Bastian Herre,N/A,Herre,N/A,,,,['maker'],,,,20,13,2023,The Human Development Index and related indices: what they are and what we can learn from them,"<!--StartFragment-->

Macroscope Link: <https://ourworldindata.org/human-development-index>

Measuring human development helps us understand how people’s lives and livelihoods vary across the world and how they have changed over time. 

There are several prominent measures that try to capture these changes: 

* The Human Development Index (HDI) 
* The Inequality-adjusted Human Development Index (IHDI) 
* The Gender Development Index (GDI) 
* The Augmented Human Development Index (AHDI) 

The first three are published by the United Nations Development Programme. The AHDI, meanwhile, was developed by the economic historian Leandro Prados de la Escosura. 

All these measures seek to broaden the scope of development beyond simple economic growth and to capture other key metrics that track peoples’ living standards. 

However, measuring human development comes with many challenges. People do not always agree on what should be included. And even once defined, features of human development are difficult to measure. So how do these indices track human development? And what can we learn from them? We summarize the similarities and differences between the different approaches in this article and how to decide on which one to use.

<!--EndFragment-->","<!--StartFragment-->

Bastian Herre and Pablo Arriagada (2023) - “The Human Development Index and related indices: what they are and what we can learn from them” Published online at OurWorldInData.org. Retrieved from: 'https://ourworldindata.org/human-development-index' \[Online Resource]

<!--EndFragment-->",bastian-herre/readme; pablo-arrigada/readme
Beatriz Malveiro,"Beatriz Malveiro is a data visualization engineer with a background in mathematics and software engineering. She has worked across product, research, and consulting teams to create unique data experiences and tools. Malveiro aims to craft digital tools that are accessible and can be used to reason about data transparently to drive positive social change. Currently, she is working on visualizing city systems to promote more equitable decision-making in urban planning. Other works include ""Flags of Inequality,"" an award-winning piece on inequalities in legal rights for queer people in Europe.

",Malveiro,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/beatriz-malveiro/beatriz_malveiro.png,,,,['maker'],,,,20,5,2020,The Shape of Change,"<!--StartFragment-->

Macroscope Link: <https://www.theshapeofchange.com/>

Can we estimate how much the world has changed in a decade? Or do our own experiences impact the perception of progress? The work, titled The Shape of Change, challenges our assumptions about how key statistical indicators regarding Health, the Environment, or Education evolve through the years. The work was done in the context of the World Data Visualization Prize, part of the World Government Summit 2023. For that year, the competition focused on the past, present, and future of society and governments. The goal was to create a tool to showcase how data visualization can show data on innovations, decisions, and metrics that can be used to drive and measure progress. The organization made available three datasets, from which participants should create the visualizations. The dataset used in this work contained yearly observations for statistical indicators between 2012 and 2022. The work is a scrolly-telling piece that starts by taking the reader through significant news stories of the past decade. The goal is to connect the reader to the indicators by remembering specific events. Then, they are prompted to guess how an indicator related to the event changed, challenging the perception of the immediacy of news stories with the continuous change during the decade. Additionally, it has been shown \[1] that users prompted to reflect on their prior knowledge by predicting and self-explaining improve their recall and comprehension of the data. These exercises also serve to introduce the user to the visual element used to represent change: the angle, direction, and color of the triangles. This knowledge is then needed to interpret the small multiples visualization at the end of the piece, where the reader can have a bird's-eye view of the yearly change for all the indicators.

<!--EndFragment-->","<!--StartFragment-->

\[1] Explaining the Gap: Visualizing One’s Predictions Improves Recall and Comprehension of Data, https://idl.cs.washington.edu/files/2017-ExplainingTheGap-CHI.pdf

<!--EndFragment-->",rita-costa/readme; beatriz-malveiro/readme
Ben Wheeler,"Ben Wheeler has a BS in environmental sciences from the University of East Anglia and a PhD from the University of Bristol, where he is currently a research fellow. His advice was invaluable toward ensuring optimal information quality for this project.
",Wheeler,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/ben-wheeler/image.jpg,,,,['maker'],,,"Bristol, England",,,,,,,
Benjamin Wiederkehr,"Benjamin Wiederkehr is an interaction designer with a focus on data visualization and interface design. He is founding partner and managing director of Interactive Things, a user-experience design and data visualization studio he established in 2010 together with Christian Siegrist and Jeremy Stucki. The Zurich-based team designs and implements interactive products and information visualizations for national and international clients including the UNDP, UNESCO, Mozilla, and National Geographic. Interactive Things is also part of the Open Government Data task force in Switzerland (Opendata.ch) and helps to facilitate an open access to government data for everyone. On Datavisualization.ch, Benjamin provides insight into his research and working process as well as documents topical use cases in the field of data visualization. His work and research interests center around persuasive technology, information, and knowledge visualization and cartography.",Wiederkehr,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/benjamin-wiederkehr/image.jpg,"{""type"":""Point"",""coordinates"":[8.52668995426697,47.37804970281839]}",,,"['maker', 'ambassador', 'advisory_board']",Founding Partner and Managing Director,Interactive Things,"Zürich, Switzerland",,,,,,,
Berend Snel,"Berend Snel holds a PhD from the University of Heidelberg and works as an associate professor in the Department of Biology at Utrecht University, Netherlands. He leads the Evolutionary Genomics and Integrative Bioinformatics group, which conducts research on evolutionary genomics, specifically the evolutionary dynamics of the genes within the genome from the point of view of their function in fundamental cellular processes.
",Snel,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/berend-snel/image.jpg,,,,['maker'],,,"Utrecht, Netherlands",,,,,,,
Bernard Porter,"Bern Porter was a 20th century Renaissance man who made his mark on a number of disparate fields, a testament to his capacious intellect and his boundless curiosity. Soon after being trained in physics at Colby College and Brown University, Porter contributed to the development of the cathode ray tube. During World War II, Porter was involved with the Manhattan Project, working with researchers in Oak Ridge, Tennessee, to separate highly enriched uranium for the purposes of creating nuclear weaponry. After the deployment of atomic weapons on Hiroshima and Nagasaki, Porter regretted his involvement in the project and became a committed pacifist. In the 1960s, Porter worked on NASA’s Saturn V manned rocket program. Along with his scientific achievements, Porter is also known as a significant figure among the literary avant-garde. His writing uses the material of popular culture (junk mail, instructional booklets, advertisements, etc.) to create an experimental poetics, what he called “Founds.”",Porter,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/bernard-porter/image.jpg,,,,['maker'],,,,,,,,,,
BigKnowledge,N/A,BigKnowledge,N/A,,,,['maker'],,,,,,,,,,
Bob Bishop,,Bishop,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/bob-bishop/image.jpg,"{""type"":""Point"",""coordinates"":[6.193434369583757,46.22738994528579]}",,,['ambassador'],Chairman and Founder of BBWORLD Consulting Services Sàrl,ICES Foundation,"Geneva, Switzerland",,,,,,,
Bonnie Jean DeVarco,,DeVarco,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/bonnie-jean-devarco/image.jpg,"{""type"":""Point"",""coordinates"":[-122.17054420175457,37.42815025888914]}",,,"['ambassador', 'advisory_board']",Media X Distinguished Visiting Scholar,Stanford University,"Palo Alto, CA, USA",,,,,,,
Boris Eldagsen,"Berlin-based German photomedia artist Boris Eldagsen (*1970) studied photography, conceptual arts and intermedia at the Art Academies of Mainz, Prague and Hyderabad - and philosophy at the Universities of Cologne and Mainz.

 

Since 2000, he has been exhibiting internationally in galleries, festivals and museums. He has been[ lecturing](https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.promptwhispering.ai%2F&data=05%7C02%7Csovertoo%40iu.edu%7Cbbbfb63f49854245f1ad08dd36fd530f%7C1113be34aed14d00ab4bcdd02510be91%7C0%7C0%7C638727183824156945%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=DJiWoW5Yz973QkwK%2BtmadYle9Y1MYKaITKFLQypbMik%3D&reserved=0 ""Original URL: https\://www.promptwhispering.ai/. Click or tap if you trust this link."") art, photography and creativity at universities and art schools.

 

Since 2022 he is one of the internationally acclaimed experts on generative AI.

In 2023, his refusal of the Sony World Photo Award kicked-off a global debate about the relationship between photography and AI-generated images. He was ""the man who lifted the lid on Pandora’s box"" (The Age), and his image “PSEUDOMNESIA | The Electrician” became “the picture that stopped the world” (The Guardian).",Eldagsen,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/boris-eldagsen/headshot.jpg,"{""type"":""Point"",""coordinates"":[13.5458066,52.4766372]}",,,['advisory_board'],Berlin-based Photographer and Video Artist,“PSEUDOMNESIA | The Electrician”,"Berlin, Germany",,,,,,,
